1.0,use,mask,use,mask
371.0,breaking,new,covid,biggest,single,day,increase,far,total,breaking,new,covid,biggest,single,day,increase,far,total,wit
376.0,want,start,challenge,raise,money,amazing,want,start,challenge,raise,money,amazing
377.0,removed,basketball,order,enforce,social,basketball
378.0,cocktail,trump,powerful,start,thinking,invincible,think
379.0,president,disgraceful,management,intimidation,resist,trump
381.0,global,national,health,system,finally,roll,global,national,health,system,finally
382.0,plan,remain,social,helpful,human,animal,totally,unfortunate
384.0,commie,country,unpopular,thread,better,prepared
387.0,word,dead,share
390.0,battle,covid,battle,covid
391.0,said,home,stay,home,said,home,stay,home
394.0,covid,crisis,face,race,group,covid,crisis,face,race,group
397.0,update,new,guide,guidance,social,read,update,new,guide,guidance,social
399.0,people,senate,simple,president,senate,leader,disgrace,oblivion
400.0,lost,dad,morning,covid,rock,best,friend,hero,virtually,lost,dad,morning,covid,rock,best,friend,hero,virtually
401.0,corona,pork,egg,tofu,soup,fried,pork,corona,mask,corona,pork,egg,tofu,soup,fried,pork,corona,mask
405.0,hoga,phone,lie,service,center,hoga,hoga,phone,lie,service,center,hoga
406.0,number,mouthy,female,social,media,prime,minister,number,mouthy,female,social,media,prime,minister
410.0,year,ago,long,pandemic,failure,prepare
413.0,china,chartered,plane,medical,taken,jing,china,chartered,plane,medical,taken
414.0,food,great,influence,immune,system,post,discover,immune,food,great,influence,immune,system,post,discover,immune,nut
415.0,thing,remember,saying,data,evidence,issuing,stay,home,order
417.0,crazy,people,stay,home,stop
418.0,ingenuity,pro,active,action,people,furious,thread,ingenuity,pro,active,action,people,furious
419.0,corona,walk,door,survive,corona,walk,door,survive
423.0,broke,need,today,know,ill,like,help,let,know,situation,broke,need,today,know,ill,like,help,let,know,situation
424.0,approve,outbreak,disapprove,new,poll,approve,outbreak,disapprove,new
425.0,breaking,test,detect,covid,little,rapid,testing,breaking,test,detect,covid,little,rapid,testing
428.0,bad,people,taking,face,value,notion,tha,bad,people,taking,face,value
429.0,confirmed,rest,world,moment,people,hanging,wit,confirmed,rest,world,moment,people,hanging
430.0,president,heroism,good,work,seeing,country,personally,leading,president,heroism,good,work,seeing,country,personally
431.0,approval,test,detect,approval,test,detect
432.0,year,old,man,contact,patient,zero
433.0,pastor,covid,mark,beast,conspiracy,pastor,covid,mark,beast,conspiracy
434.0,stay,home,sad,nurse,person,work,stay,home,sad,nurse,person,work
436.0,relax,world,going,end,world,going,end,terror
438.0,analysis,trump,personal,factor,analysis,trump,personal,factor
442.0,truth,truth
443.0,idiot,fired,pandemic,response,team,hoax,told
444.0,trump,test,positive,trump,test,positive
445.0,swear,fighting,covid,stupidity,swear,fighting,covid,stupidity
446.0,virus,governor,new,probably,short,lis,virus,governor,new,probably
449.0,preventive,seriously,deep,mess,right,preventive,seriously,deep,mess,right
451.0,panic,certainly,reinfection,amplification,falsely,positive,panic,certainly,reinfection,amplification,falsely,positive
452.0,live,air,days,study
455.0,remember,kept,open,spring,tracked,went,remember,kept,open,spring,tracked,went
457.0,fight,great,fight,great
460.0,pandemic,think,need,people,oval,office
461.0,watch,world,wash,mask,careful,watch,world,wash,mask,careful
464.0,test,read,information,list,testing,test,read,information,list,testing
468.0,invisible,enemy,test,people
469.0,social,picture
470.0,elite,people,testing,positive,covid,elite,people,testing,positive,covid
471.0,better,china
477.0,retreat,head,spinning,good,way
478.0,contracted,going,contracted,going
479.0,today,birthday,cake,nice,dinner,home,today,birthday,cake,nice,dinner,home
480.0,chronology,comes,report,showing,chronology,comes,report,showing
483.0,breaking,test,detect,covid,little,rapid,testing,breaking,test,detect,covid,little,rapid,testing
485.0,working,hard,develop,vaccine,covid,today,recruiting,clinical,tri,working,hard,develop,vaccine,covid,today,recruiting
486.0,michigan,criticism,affecting,federal,response,got,michigan,criticism,affecting,federal,response
488.0,born,flu,pandemic,saw,world,technological,modernity,born,flu,pandemic,saw,world,technological
489.0,admit,china,include,asymptomatic,overall,covid,count,constitute,admit,china,include,asymptomatic,overall,covid,count,con
492.0,admiration,determination,strength,perseverance,professionalism
494.0,normal,behaviour,mop,dust,clean,dust
495.0,especially,snack,bought,bunch,stay,home
496.0,shut,shut
498.0,useful,industry,help,industry,pandemic
500.0,dear,parcel,donate,relief,fund,dear,parcel,donate,relief,fund
502.0,said
505.0,lots,people,video
509.0,offering,week,epidemiology,public,health,practice,specialization,course,free,offering,week,epidemiology,public,health,practice,specialization,course,free
512.0,repeatedly,warning,people,social,people,vulnerable,age,group,small,space,sign,repeatedly,warning,people,social,people,vulnerable,age,group,small,spa
513.0,country
516.0,simple,question,covid,differently,pandemic,measure,simple,question,covid,differently,pandemic
517.0,ani,fight,urgent,emergency,need,fight,urgent,emergency,resource
518.0,wild,fire,going,elephant,project,cause
521.0,covid,instead,covid,instead
522.0,unprecedented,case,covid,spread,big,family,district,teste,unprecedented,case,covid,spread,big,family,district
525.0,believe,streaming,manage,traffic,distribution
526.0,street,change,timetable,getting,trade,deal,street,change,timetable,getting,trade,deal
527.0,beautiful,covid,isolation,survive,glass,door
530.0,yes,virus,trust,china,swear,use,item
531.0,hear,brother,hear,brother
533.0,economic,illiteracy,left,exposed,crisis,economic,illiteracy,left,exposed,crisis
537.0,woke,let,sleep,away,woke,let,sleep,away
538.0,breaking,news,business,house,group,crore,fight,corona,virus,breaking,news,business,house,group,crore,fight,corona,virus
540.0,finally,open,outside,stay,home,little,bit,let,batch,air,hit,finally,open,outside,stay,home,little,bit,let,batch,air,hit
543.0,hide,trump,hide,trump
545.0,hospital,corona,ward,woman,water,hospital,corona,ward,woman,water
547.0,spoke,production,new,film,spoke,production,new,film
548.0,mention,looking,state,nearest,town,open,forget,today,find,love,tag,describe
549.0,release,crore,fund,central,relief,fund,support,fight,covid,release,crore,fund,central,relief,fund,support,fight
550.0,people,planet,loneliness,epidemic
551.0,covid,crisis,face,race,group,covid,crisis,face,race,group
554.0,picture,like,purpose,fight,corona,stay,like,picture,like,purpose,fight,corona,stay,like
557.0,taking,seriously,spending,away,love,taking,seriously,spending,away,love
558.0,despite,shutter,limit,despite,shutter,limit
559.0,lost,dad,morning,covid,rock,best,friend,hero,virtually,lost,dad,morning,covid,rock,best,friend,hero,virtually
561.0,stray,schedule,stray,schedule
563.0,lock,bride,groom,lock,bride,groom
564.0,battle,ripping,city,increasing,risk,battle,ripping,city,increasing,risk
568.0,crowded,foot,significantly,distressing,crowded,foot,significantly,distressing
569.0,fix,damn,let,handle,pandemic,fix,damn,let,handle,pandemic
571.0,manufacturer,told,produce,manufacturer,told,produce
573.0,breaking,test,detect,covid,little,rapid,testing,breaking,test,detect,covid,little,rapid,testing
574.0,horrible,teacher,test,times,life,support,horrible,teacher,test,times,life,support
577.0,covid,test,crucial,limit,huge,economic,cost,mass,testing,risk,second
580.0,gone,food,believe,busy,local,town,like,normal,day
581.0,matter,world,stay,home,practice,proper,social,thanks,matter,world,stay,home,practice,proper,social,thanks
582.0,small,update,mind,boredom,cheer,days,look,poster,small,update,mind,boredom,cheer,days,look
587.0,think,testing,free,think,testing,free
588.0,michigan,fully,reg,michigan,fully,reg
589.0,need,know,fourteen,fix,accountability,need,know,fourteen,fix,accountability
590.0,responsibility,disastrous,situation,dangerous
591.0,direct,cause,corona,virus,barbaric,chi
592.0,jordan,kelly,assistant,nursing,manager,mount,hospital,jordan,kelly,assistant,nursing,manager,mount,hospital
596.0,streaming,tomorrow,watch,streaming,tomorrow,watch
598.0,prime,minister,briefing,day,tomorrow,eastern,radio,prime,minister,briefing,day,tomorrow,eastern,radio
599.0,day,day,jumper,poem,today,poem,day,day,jumper,poem,today,poem
600.0,year,old,man,born,flu,pandemic,infection,year,old,man,born,flu,pandemic,infection
601.0,picture,thousand,picture,thousand
602.0,people,life,expressed,desire,donate,war,covid,respecting,spirit,people,life,expressed,desire,donate,war,covid,respecting
603.0,remember,social,time,virus,going,remember,social,time,virus,going
604.0,actor,contribute,fund,actor,contribute,fund
606.0,grateful,noble,brave,sacrifice,protect,human,race,reducing,going,daily,social,need,brave
609.0,pandemic,maintain,social,public
610.0,best,came,telling,truth,best,came,telling,truth
611.0,police,acknowledge,confusion,law,solicitor
612.0,look,calling,half,wit,pea,brain,testing,mar,look,calling,half,wit,pea,brain,testing
617.0,calculate
619.0,wow,start,people,accept,wow,start,people,accept
620.0,past,week,handling,crisis,department,today,know,past,week,handling,crisis,department,today
624.0,amazing,counting
625.0,comedy,central,pro,rest,task,force,comedy,central,pro,rest,task,force
626.0,large,scale,testing,best,option,regenerate,economy
627.0,gave,folk,free,pass,gave,folk,free,pass
628.0,help,nation,nation,threat,help,nation,nation,threat
629.0,group,staff,group,staff
631.0,stupid,people,learn,particularly,living,stupid,people,learn,particularly,living
633.0,wow,cell,phone,number,family,deceased,wow,cell,phone,number,family,deceased
635.0,corona,pandemic,proven,thing,emergency,allies,corona,pandemic,proven,thing,emergency,allies
637.0,immigrant,want,talking,shutting,immigrant,immigrant,want,talking,shutting,immi
639.0,time,bit,help,defeat,fight,corona,time,bit,help,defeat,fight,corona
642.0,close,second,imagine,covid,close,second,imagine,covid
644.0,debating,public,kind,inadvertently,morning,debating,public,kind,inadvertently,morn
646.0,finally,open,outside,stay,home,little,bit,let,batch,air,hit,finally,open,outside,stay,home,little,bit,let,batch,air,hit
647.0,corona,officially,days,week,yesterday,today,tomorrow,corona,officially,days,week,yesterday,today,tomorrow
650.0,stupid,hospital,need,hospital,stupid,hospital,need,hospital
651.0,lady,turns,today,album,indefinitely,upsides,covid,lady,turns,today,album,indefinitely,upsides,covid
652.0,dear,people,dead,dear,people,dead
653.0,contact
654.0,virus,need,cure,send,people,need,medical,treatment,cure,fighting,baby,pregnant,woman,covid,video,social,media
655.0,prepare,outbreak,trump,said,thing,hoax
656.0,constant,domestic,abuse,globally,low,constant,domestic,abuse,globally,low
657.0,rough,police,arrest,people,national
659.0,birthday,project,china,birthday,project,china
660.0,flying,taking,airport,airplane,landed,hope,flying,taking,airport,airplane,landed,hope
664.0,searching,searching
665.0,stay,home,stay,safe,stay,home,stay,safe
668.0,virus,like,virus,president,act,like,president,virus,like,virus,president,act,like,president
670.0,note,control,room,number,note,control,room,number
671.0,occupy,research,virus,empire,military,warfare,occupy,research,virus,empire,military
672.0,social,expect,follow,difference,solo,social,expect,follow,difference
673.0,secretary,jack,self,isolating,showing
674.0,sufficiently,praise,king,sufficiently,praise,king
677.0,told,member,cut,spending,times,told,member,cut,spending,times
683.0,brilliant,crore,small,gesture,figure,brilliant,crore,small,gesture,figure
684.0,covid,crisis,face,race,group,covid,crisis,face,race,group
685.0,citizen,donated,covid,relief,fund,citizen,donated,covid,relief,fund
687.0,beautiful,version,glass,dedication,people,lost,beautiful,version,glass,dedication,people,lost
688.0,think,add,essential,employee,pandemic,resume,think,add,essential,employee,pandemic,resume
689.0,remember,virus,list,growing,affect,moment,remember,virus,list,growing,affect
690.0,update,governor,state,self,isolation,update,governor,state,self,isolation
692.0,request
696.0,kim,trash,lot,recently,crisis,kit,literally,kim,trash,lot,recently,crisis,kit,lit
699.0,swear,fighting,covid,stupidity,swear,fighting,covid,stupidity
701.0,bon,revealed,son,mild,version,bon,revealed,son,mild,version
702.0,pray,read,safe,corona,virus,pray,read,safe,corona,virus
703.0,covid,cool,covid,cool
704.0,sunrise,death,rate,sunrise,death,rate
706.0,new,video,police,beating,people,sticks,slapping,forcing,calisthenics,new,video,police,beating,people,sticks,slapping,forcing,calisthenics
707.0,lost,dad,morning,covid,rock,best,friend,hero,virtually,lost,dad,morning,covid,rock,best,friend,hero,virtually
708.0,policy,stagnant,japan,battle
709.0,stop,outbreak,fact,bought,time
711.0,thread,dependence,industry,china,background,work,industry,post,thread,dependence,industry,china,background,work,industry
715.0,failing,fighting,bold,battle,wid,limited,failing,fighting,bold,battle,wid,limited
716.0,trying,social,distance,memo,trying,social,distance,memo
717.0,pause,chicken,frame,got,june
718.0,china,actual,twitter,china,actual,twitter
719.0,hope,corona,positive,forget,stay,positive,safe
720.0,lovely,year,old,lady,opposite,tested,positive,family,told,lovely,year,old,lady,opposite,tested,positive,family,told
722.0,know,flu,vaccine,combat,covid
724.0,novel,idea,good,grief,taught,way,heaven,novel,idea,good,grief,taught,way,heaven
726.0,ask,forgiveness,pray,almighty,kill,cure,people,disease,ask,forgiveness,pray,almighty,kill,cure,people
727.0,stay,safe,home,accompany,hard,time,classic,pro,stay,safe,home,accompany,hard,time,classic,pro
728.0,precisely,human,human,transmission,negative,precisely,human,human,transmission
730.0,want,contribute,master,corona,crisis,today,corona,related
731.0,critical,care,physician,told,tucker,taking,help,ward,covid,far,critical,care,physician,told,tucker,taking,help,ward,covid
732.0,handed,china,money,handed,china,money
733.0,case,local,level,chief,executive,heal,act,case,local,level,chief,executive,heal
734.0,list,learning,free,list,learning,free
736.0,seen,media,state,people,said,truly,seen,media,state,people,said,truly
738.0,vacation,new,york,month,vacation,new,york,month
740.0,journeyman,footballer,football,boots,slipped,white,coat,journeyman,footballer,football,boots,slipped,white,coat
743.0,dangerous,corona,clean,dangerous,corona,clean
747.0,covid,instead,covid,instead
748.0,happy,announce,economic,stimulus,package,help,cushion,effects,happy,announce,economic,stimulus,package,help,cushion,effects
749.0,year,old,man,born,flu,pandemic,infection,year,old,man,born,flu,pandemic,infection
750.0,taking,action,protect,health,system,community,covid,giving,taking,action,protect,health,system,community,covid,giving
751.0,pangolin,scaly,mammal,missing,link,outbreak,study
753.0,democratic,congresswoman,stimulus,approve,legislation,democratic,congresswoman,stimulus,approve,legislation
754.0,fox,news,fox,news
755.0,raise,hand,saw,coming,million,away,raise,hand,saw,coming,million,away
757.0,swear,fighting,covid,stupidity,swear,fighting,covid,stupidity
759.0,learned,old,friend,adviser,larry,learned,old,friend,adviser,larry
762.0,pledge,abide,pledge,abide,lock
766.0,immigrant,want,talking,shutting,immigrant,immigrant,want,talking,shutting,immi
767.0,believe,showing,poll,rising,poll,fixing,trump,brought,death,believe,showing,poll,rising,poll,fixing,trump,brought,death
768.0,corona,officially,days,week,yesterday,today,tomorrow,corona,officially,days,week,yesterday,today,tomorrow
770.0,carry,car,head,observing,egg
771.0,grandmother,tested,positive,peacefully,tonight,hospital,grandmother,tested,positive,peacefully,tonight,hospital
772.0,telling,pence,pandemic,hurting,michigan,telling,pence,pandemic,hurting,michigan
773.0,unsure,grocery,shop,covid,crisis,recommend,use,paper,list,unsure,grocery,shop,covid,crisis,recommend,use,paper,list
774.0,god,told,send,medical,michigan,god,told,send,medical,michigan
775.0,health,insurance,think,story,better,old,racket,health,insurance,think,story,better,old,racket
777.0,taken,help,people,victim,domestic,abuse,violence
