2.0,stage,capitalism,stage,capitalism
83.0,head,world,health,organization,forget,official,guidance,head,world,health,organization,forget,official,guidance
86.0,man,like,taking,home,hot,chick,brother,stay,home
87.0,weird,weird
88.0,getting,time,check,cover,covid,unemployment,canada,getting,time,check,cover,covid,unemployment,canada
89.0,order,need,flatten,curve,aka,stay,home,wash,stay,home,order,need,flatten,curve,aka,stay,home,wash,stay
90.0,north,tour,pandemic,north,tour,pandemic
91.0,worried,able,return,bought,pandemic,know,needs,hear,worried,able,return,bought,pandemic,know,needs,hear
92.0,powerless,virus,reduce,spread,covid,taking,simple,physical,powerless,virus,reduce,spread,covid,taking,simple,physical
93.0,closer,look,covid,act,fallen,short,ubiquitous,closer,look,covid,act,fallen,short
94.0,nut,corona,said,masturbation,march,nut,corona,said,masturbation,march
95.0,broken,mulla,organized,broken,mulla,organized
96.0,considering,lawsuit,governor,executive,considering,lawsuit,governor,executive
98.0,conspiracy,theory,plausible,gathering,solely,infect,ilk
99.0,long,term,care,home,staff,tested,positive,covid,long,term,care,home,staff,tested,positive,covid
100.0,yeah,china,honest
101.0,told,bear,bile,want,hate,china,look,stuff,told,bear,bile,want,hate,china,look,stuff
104.0,monolith,medical,surgical,cardiac,neurosurgical,monolith,medical,surgical,cardiac,neurosurgical
106.0,home,order,action,emergency,policy,group,passing,home,order,today,community
107.0,case,death,case,people,lost,job,case,death,case,people,lost,job
110.0,people,heroically,stepped,help,defeat,outbreak,left,people,heroically,stepped,help,defeat,outbreak
111.0,positivity,quarantine,finished,spec,episode,upcoming
112.0,update,griffin,hospital,abdominal,infection,trump,hospital,test,update,griffin,hospital,abdominal,infection,trump,hospital
113.0,mean,decision,stand,point,trump,given,data,showing,mean,decision,stand,point,trump,given,data,showing
114.0,got,corona,making,nice,ounce,hit,bowl
116.0,talking,today,ago,know,going,live,die,today,talking,today,ago,know,going,live,die
117.0,china,china
120.0,brother,evening,tonight,statistic,news,brother,evening,tonight,statistic,news
121.0,relief,bill,congress,good,start,need,forgive,student,loan,debt,relief,bill,congress,good,start,need,forgive,student,loa
122.0,million,jobless,week,nearly,million,people,lose,coverage,million,jobless,week,nearly,million,people,lose,coverage
123.0,tonight,stated,large,scale,transmission,covid,match,reality,ground,tonight,stated,large,scale,transmission,covid,match,reality
126.0,tested,positive,send,tested,positive,send
129.0,lung,damage,patient,disturbing,video,lung,damage,patient,disturbing,video
131.0,better,donate,directly,distribute,better,donate,directly,distribute
132.0,important,announcement,covid,pandemic,temporarily,suspend,international,shipping
134.0,official,number,world,surpassing,china,times,official,number,world,surpassing,china
135.0,trump,threat,seriously,responsibility
136.0,petty,pathetic,administration,totally,petty,pathetic,administration,totally
138.0,woman,toilet,seat,challenge,cough
140.0,best,way,ventilate,somebody,doomsday,scenario,run,best,way,ventilate,somebody,doomsday,scenario,run
141.0,president,trump,biggest,megaphone,local
144.0,trump,threatening,away,television,air,critical,response,trump,threatening,away,television,air,critical
145.0,careful,ask,job,prison,careful,ask,job,prison
146.0,today,today,yesterday,executive,order,today,today,yesterday,executive,order
148.0,government,moratorium,youth,aging,care,pandemic
151.0,medical,staff,infected,come,medical,staff,infected,come
152.0,believe,corona,virus,song,believe,corona,virus,song
153.0,change,possible,realize,line,change,possible,realize,line
158.0,dad,got,tested,positive,came,march,got,tested,self,dad,got,tested,positive,came,march,got,tested
159.0,forget,hit,smug,media,border
163.0,monkey,stay,home,foreseeable,future,president,trump,want
165.0,trump,administration,probably,counting,outbreak,trump,administration,probably,counting,outbreak
167.0,great,point,ask,test,received,china
168.0,fine,cancel,august,rumble,told,feel,comfortable
170.0,lupus,drug,trump,falsely,miracle,drug,curing,proven,lupus,drug,trump,falsely,miracle,drug,curing
171.0,campaign,kind,assertion,plainly,defy,amendment,campaign,kind,assertion,plainly,defy,amendment
172.0,filled,literally,took,single
173.0,bad,imagine,greedy,smile,face,know,bad,united,country,world
175.0,breaking,today,new,new,total,positive,case,breaking,today,new,new,total,positive
176.0,wow,target,set,example,redirect,entire,national,stock,purchase,wow,target,set,example,redirect,entire,national,stock
177.0,industry,impacted,pandemic
179.0,saved,trump,team,pandemic,playbook,saved,trump,team,pandemic,playbook
180.0,wrong,bad,maybe,typo,like,said,met,wrong,bad,maybe,typo,like,said
181.0,panic,japan,seen,total,number,triple,days
184.0,nut,corona,said,masturbation,march,nut,corona,said,masturbation,march
185.0,donate,chief,relief,fund,donate,chief,relief,fund
186.0,rely,partner,sole,shelter,place,day,goes,work,rely,partner,sole,shelter,place,day,goes,work
188.0,public,health,pandemic,public,health,pandemic
189.0,share,lodge,tested,positive,covid,virus
191.0,soon,pastor,god,said,going,dumb,soon,pastor,god,said,going
192.0,team,battle,corona,team,battle,corona
194.0,leadership,covid,agree,best,friend
195.0,ordered,pandemic
197.0,new,post,close,population,new,post,close,population
198.0,jack,foundation,racist,official,request,jack,foundation,racist,official,request
200.0,president,trump,discuss,today
201.0,bravery,won,bravery,won
202.0,nee,family,china,pet,dog
203.0,united,confirmed,country,world,trump,country,united,confirmed,country,world,trump
205.0,breaking,news,capacity,harrowing,sign,pandemic,near,peak,breaking,news,capacity,harrowing,sign,pandemic,near,peak
206.0,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free,covid,free
208.0,cousin,presumptively,positive,covid,night,cousin,presumptively,positive,covid,night,sam
210.0,reporter,communist,country,lied,tried,cover,outbreak,sud,reporter,communist,country,lied,tried,cover,outbreak
211.0,mark,actor,law,order,succession
216.0,trump,administration,declined,use,era,pandemic,preparedness,playbook,politico,trump,administration,declined,use,era,pandemic,preparedness,playbook,politico
218.0,worry,jobless,basically,flew,room,worry,jobless,basically,flew,room
220.0,sold,honestly,loss,grateful,able,help
221.0,permit,caught,permit,fine,permit,caught,permit,fine
223.0,saber
224.0,caught,spot,patient,zero,begin,people,infected
225.0,location,data,beach,spring,break,location,data,beach,spring,break
226.0,new,mayor,great,self,history,twitter,news,newspaper,new,mayor,great,self,history,twitter,news,newspaper
228.0,human,ingenuity,win,exciting,news,dad,team,received,approval,today,splitter,device
229.0,trump,good,job,pandemic,infected,country,world,trump,good,job,pandemic,infected,country
230.0,tinker,people,tinker,air,force,base,confirmed,covid
231.0,year,old,guy,yesterday,like,link,year,old,guy,yesterday,like,link
232.0,needs,stop,needs,stop
235.0,canada,commonwealth,country,soften,blow,monarchy,said,canada,commonwealth,country,soften,blow,monarchy
236.0,pandemic,panic,going,history,time,media,pandemic,panic,going,history,time,media
237.0,catching,corona,virus,propaganda,machine,best
239.0,fake,news,force,massive,world,wide,quarantine,eventually,satan,fake,news,force,massive,world,wide,quarantine,eventually,satan,love
242.0,parent,canada,child,benefit,payment,worried,making,meet,parent,canada,child,benefit,payment,worried,making,meet
243.0,new,total,new,total
244.0,latest,video,business,safe,sure,check
245.0,want,truth,place,actually,want,truth,place,actually
246.0,late,quarantine,act,safe,let,clear,home
247.0,tech,transfer,complicity,genocide,china,humanity,tech,transfer,complicity,genocide,china
248.0,bid,bid
250.0,billionaire,pay,sick,leave,keeping,open,god,spoke,billionaire,pay,sick,leave,keeping,open,god,spoke
252.0,nurse,inadequate,supply,nurse,inadequate,supply
253.0,stay,away,people,corona
254.0,maybe,ability,spend,money,trump,maybe,ability,spend,money,trump
255.0,know,health,service,funded,need,know,health,service,funded,need
256.0,lime,finally,river,nature,healing,virus,lime,finally,river,nature,healing
257.0,sister,day,tube,sister,day
259.0,official,number,world,surpassing,china,times,official,number,world,surpassing,china
260.0,covid,type,beat,covid,type,beat
261.0,opposite,president,tell,plan
262.0,agree,orange,hued,guy,intelligence,agree,orange,hued,guy,intelligence
263.0,wedding,obvious,chocolate,wedding,time,wedding,obvious,chocolate,wedding
265.0,cable,news,network,cable,news,network
267.0,talk,ice,quarantine,want,talk,ice,talk,ice,quarantine,want,talk,ice
268.0,stocks,based,senate,intelligence,pandemic,long,play,use,pandemic,change,stocks,based,senate,intelligence,pandemic,long,play,use,pandemic
272.0,know,love,stay,home,know,love,stay,home
273.0,super,interesting,read,share,anonymous,time
274.0,wow,interesting,newsworthy,slow,day,going,free,social
276.0,china,latest,research,novel,covid,infected,patient
277.0,drew,donated,million,help,food,pandemic,drew,donated,million,help,food,pandemic
278.0,president,right,use,available,turn,tide,epidemic,president,right,use,available,turn,tide
280.0,anchor,relentlessly,grilled,white,house,trade,adviser,peter,lack,anchor,relentlessly,grilled,white,house,trade,adviser,peter,lack
281.0,interrupt,pandemic,order,suspend,constitutional,interrupt,pandemic,order,suspend,constitutional
282.0,official,number,world,surpassing,china,times,official,number,world,surpassing,china
285.0,thankful,trump,leading,pandemic,thankful,trump,leading,pandemic
288.0,relief,bill,congress,good,start,need,forgive,student,loan,debt,relief,bill,congress,good,start,need,forgive,student,loa
289.0,million,sitting,government,warehouse,shipped,million,sitting,government,warehouse,ship
290.0,sister,nurse,working,ward,yesterday,plastic,apron,sister,nurse,working,ward,yesterday,plastic
291.0,university,state,local,federal,respond,university,state,local,federal,respond
292.0,bay,area,fighting,pray,bay,area,fighting,pray
293.0,stimulus,package,ballot,stimulus,package,ballot
294.0,trump,suing,know,trump,suing,know
295.0,message,grim,rise,corona,actually,turning,corner,message,grim,rise,corona,actually,turning,corner
300.0,let,look,beauty,panda,animal,pet,adorable,let,look,beauty,panda,animal,pet
301.0,giving,away,random,people,following,giving,away,random,people,following
302.0,ignorance,choice,big,clue,corona,virus,deep,state,satanic,network,congressman,wit
303.0,hard,swallow,pill,vaccine,life,know,contain,hard,swallow,pill,vaccine,life,know,contain
305.0,executive,order,override,local,government,stay,home,executive,order,override,local,government,stay,home
308.0,good,good
310.0,happening,far,negative,white,house,happening,far,negative,white,house,briefing
312.0,covid,type,beat,covid,type,beat
314.0,propaganda,love,self,daily,twitter,propaganda,love,self,daily,twitter
315.0,honestly,deal,pandemic,time,away,honestly,deal,pandemic,time,away
316.0,seeing,chief,engineer,army,corps,super,impressive,wonder
318.0,install,sneeze,stop,spread,covid
320.0,trump,suing,know,trump,suing,know
321.0,agree,agree
322.0,people,diligently,social,outside,vegetable,market,kind,people,diligently,social,outside,vegetable,market,kind
324.0,canada,border,virus,outbreak,lose,sleep,sheep,canada,border,virus,outbreak,lose,sleep
325.0,kelly,year,old,assistant,nurse,manager,mount,west,nurse,die,kelly,year,old,assistant,nurse,manager,mount,west,nurse,die
326.0,based,data,testing,day,total,march,based,data,testing,day,total,march
328.0,thankful,trump,leading,pandemic,thankful,trump,leading,pandemic
329.0,coming,coming
330.0,scope,covid,majority,scope,covid,majority
332.0,officially,china,china,likely,lying,officially,china,china,likely,lying
333.0,need,stop,forcing,stream,stuff,streaming,hell,need,stop,forcing,stream,stuff,streaming,hell
334.0,happy,hear,social
335.0,country,mar,china,country,mar,china
340.0,people,recall,logic,people,recall,logic
341.0,imagine,coming,home,work,seeing,note,like,door,imagine,knowing,came,imagine,coming,home,work,seeing,note,like,door,imagine,knowing,came
342.0,working,case,covid,test,working,case,covid,test
343.0,impact,team,health,treat,impact,team,health,treat
345.0,trump,handling,covid,pandemic,trump,handling,covid,pandemic
346.0,pray,god,almighty,heaven,able,joke,mess,like,days,pand,pray,god,almighty,heaven,able,joke,mess,like,days
347.0,hind,awareness,fight,corona
348.0,read,address,negative,impact,national,fighting,read,address,negative,impact,national
349.0,trump,said
351.0,covid,black,swan,far,debt,rose,far,long,long
352.0,wicked,immoral,woman,tried,ram,illegal,ballot,stimulus,bill
353.0,duration,crisis
354.0,company,rubber,like,polymer,resin,day,company,rubber,like,polymer,resin,day,heal
355.0,senator,trump,wave,white,flag,trade,response,epidemic,senator,trump,wave,white,flag,trade,response,epidemic
359.0,million,cell,got,turned,china,sobering,truth,million,cell,got,turned,china,sobering,truth
363.0,took,baby,neonatal,intensive,care,unit,soon,born,visit,took,baby,neonatal,intensive,care,unit,soon,born,visit
364.0,thankful,trump,leading,pandemic,thankful,trump,leading,pandemic
365.0,stop,racist,nonsense,emergency,stop,racist,nonsense,emergency
366.0,breaking,rapid,government,china,work,according,labor,breaking,rapid,government,china,work,according
367.0,choice,world,health,listen
368.0,ahead,stimulus,vote,house,concerned,rep,trigger,delay
369.0,answer,position,manage,covid,pandemic
371.0,ossified,international,like,poster,ossified,international,like,poster
372.0,talk,ice,quarantine,want,talk,ice,talk,ice,quarantine,want,talk,ice
374.0,wife,tested,negative,bought,new,wife,tested,negative,bought,new
375.0,formed,village,system,got,curiosity,corona,fight
376.0,mildly,sick,days,covid,old,healthy,got,sick,days,later,mildly,sick,days,covid,old,healthy,got,sick,days
378.0,dad,mosque,pandemic,tofu,accompany,times,day,dad,mosque,pandemic,tofu,accompany,times,day
379.0,trump,covid,rally,tried,impeachment,hoax,perfect,conversation,trump,covid,rally,tried,impeachment,hoax,perfect,conversation
380.0,snapshot,severity,require,hospitalization,snapshot,severity,require,hospitalization
381.0,advanced,placement,sat,visit,advanced,placement,sat,visit
382.0,giving,millions,pork,stuffed,sausage,stimulus,package,giving,millions,pork,stuffed,sausage,stimulus,package
383.0,expulsion,sans,indication,main,problem,existence,expulsion,sans,indication,main,problem
385.0,amazing,medical,people,literally,literally,amazing,medical,people,literally,literally
386.0,ani,couple,living,streets,near,country,couple,living,streets,near,country
387.0,coming,coming
388.0,listen,stay,safe,connect,hosting,live,virtu
389.0,republic,impact,covid,pandemic,amir,impact,covid,pandemic,amir
390.0,roadhouse,giving,figure,salary,bonus,pay,outbreak,roadhouse,giving,figure,salary,bonus,pay,outbreak
391.0,curry,common,flu,covid,serio,curry,common,flu,covid
392.0,forgotten,leave,information,business,forgotten,leave,information,bus
393.0,jail,population,low,bail,reform,fighting,repeal,went,effect,jail,population,low,bail,reform,fighting,repeal,went
394.0,supposed,believe,china,supposed,believe,russia,supposed,believe,china,supposed,believe,russia
396.0,remember,quit,job,want,work,live,nation,accepted,job,reshape,concert,business,read,cover,story
397.0,supporting,handling,crisis,correct,supporting,handling,crisis,correct
399.0,official,number,world,surpassing,china,times,official,number,world,surpassing,china
403.0,lord,pandemic,faith,stay,safe,lord,pandemic,faith,stay,safe
404.0,tell,little,thing,triggered,corona,valid,away,sons,tell,little,thing,triggered,corona,valid,away,son
408.0,long,county,believe,school,extended
411.0,tucker,foreign,china,tucker,foreign,china
412.0,fact,check,testing,meeting,demand,despite,fact,check,testing,meeting,demand,despite
413.0,sherlock,tax,paying,money,sherlock,tax,paying,money
416.0,mayor,jenny,flag,reading,got,roof,space,needle,region,mayor,jenny,flag,reading,got,roof,space,needle,region
417.0,messing,mind,watching,dragon
418.0,master,faster,thank,continuous,support,stay,home,stay,master,faster,thank,continuous,support,stay,home
419.0,immune,covid,god,punish,twice,immune,covid,god,punish,twice
423.0,pandemic,education,non,intensive,care,work,review,use,pandemic,education,non,intensive,care,work,review,use
424.0,know,trump,coming,protective,know,trump,coming,prote
427.0,trump,haul,hospital,covid,ward,person,clue
430.0,mourn,new,lost,related,tragically,expect,number,rise,mourn,new,lost,related,tragically,expect,number
431.0,message,grim,rise,corona,actually,turning,corner,message,grim,rise,corona,actually,turning,corner
432.0,air,instead,sports
433.0,president,need,need,need,need,president,need,need,need,need
434.0,willing,covid,test,exposure,rep,yap
435.0,spread,number,confirmed
437.0,stay,home,absolutely,travel,stop,spread,clear,stay,home,absolutely,travel,stop,spread
440.0,footballer,son,min,request,said,thanks,able,deliver,message,footballer,son,min,request,said,thanks,able,deliver
442.0,masterpiece,join,supporting,affected,covid,visit,masterpiece,join,supporting,affected,covid,plea
443.0,kind,nightmare,scenario,bill,pandemic,kind,nightmare,scenario,bill,pandemic
444.0,miss,corona,find
447.0,tweet,group,donate,needy,people,affected,tweet,group,donate,needy,people,affected
451.0,need,create,resuscitate,order,hospital,reality,ground,need,create,resuscitate,order,hospital,reality,ground
452.0,united,china,united,china
453.0,story,fan,donated,handmade,army,story,fan,donated,handmade,army
455.0,trump,talking,china,min,important,protect,reporter,trump,talking,china,min,important,protect,reporter
456.0,worst,intelligence,failure,history,fault,worst,intelligence,failure,history,fault
457.0,price,pandemic,foot,price,pandemic,foot
458.0,china,cover,western,propaganda,covid,china,cover,western,propaganda,covid
459.0,state,media,determine,winner,rivalry,china,united,state,media,determine,winner,rivalry,china,united
460.0,earth,global,pandemic,earth,global,pandemic
461.0,based,data,testing,day,total,march,based,data,testing,day,total,march
463.0,announce,available,nearly,million,emergency,health,humanitarian,announce,available,nearly,million,emergency,health,humanitarian,fundi
464.0,pastor,thought,covid,mass,hysteria,die,virus,pastor,thought,covid,mass,hysteria,die,virus
468.0,million,respirator,sitting,warehouse,trump,incompetent,million,respirator,sitting,warehouse,trump
470.0,pew,research,percent,travel,necessary,stop,time,pew,research,percent,travel,necessary,stop,time
471.0,hell,doctor,infected,district,hell,doctor,infected,district
474.0,total,world,people,total,world,people
475.0,wake,ill,wake,ill
479.0,fantastic,fun,thanks,order,join,host,martin,special,guest,virtual,happy,hour
480.0,good,agree,push,pandemic,campaign
481.0,telling,court,telling,telling,court,telling
483.0,days,little,evidence,efficacy,model,social,seriously,claim,couple,days,social
485.0,today,china,number,happen,myopic,focus,today,china,number,happen,myopic,focus
489.0,outbreak,virus,united,entirely,unsurprising,hate,outbreak,virus,united,entirely,unsurprising
492.0,ability,fight,infected,dead,health
496.0,new,number,confirmed,new,number,confirmed
497.0,people,dying,day,worst,people,dying,day,worst
499.0,covid,type,beat,covid,type,beat
500.0,saved,based,god,curse
501.0,country,country
502.0,criticism,sending,personal,protective,equipment,china,criticism,sending,personal,protective,equipment,china
503.0,face,recession,million,people,losing,face,recession,million,people,losing
504.0,big,news,president,virus,task,force,briefing,country,big,news,president,virus,task,force,briefing
505.0,word,word,account,word,word,account
507.0,official,world,better,count
508.0,covid,service,march,bring,twitter,service,morning,adhere,covid,service,march,bring,twitter,service,morning,adhere
510.0,brave,thank,sacrifice,ladies,brave,thank,sacrifice,ladies
511.0,temple,trust,donated,crore,temple,trust,donated,crore
514.0,great,person,great,engineer,application,got,laid,today,result,covid,financial,looking,developer
515.0,worried,new,worried,new
516.0,ladies,fought,single,payer,fought,hospital,ladies,fought,single,payer,fought,hospital
517.0,imam,said,soldier,god,sent,harm,western,imam,said,soldier,god,sent,harm,western
520.0,breaking,united,highest,number,known,world,breaking,united,highest,number,known,world
521.0,section,glory,living,father,section,glory,living,father
522.0,order,need,flatten,curve,aka,stay,home,wash,stay,home,order,need,flatten,curve,aka,stay,home,wash,stay
523.0,week,county,access,new,pinprick,detect,blood,new,help,dade,target
524.0,trump,threat,seriously,responsibility
525.0,trump,open,easter,yea,china,trump,open,easter,yea,china
527.0,god,bless,family,welcome,home,coco,god,bless,family,welcome,home,coco
528.0,mad,bout,glad,birthday,sept,corona,birthday
532.0,talk,ice,quarantine,want,talk,ice,talk,ice,quarantine,want,talk,ice
534.0,canada,following,advice,inside,canada,canada,following,advice,inside,canada
535.0,think,tone,coverage,rescue,package,entirely,different,think,tone,coverage,rescue,package,entirely,different
536.0,senate,inserted,easy,overlook,provision,page,page,bill,permit,wealthy,senate,inserted,easy,overlook,provision,page,page,bill,permit
538.0,kelly,year,old,assistant,nurse,manager,mount,west,nurse,die,kelly,year,old,assistant,nurse,manager,mount,west,nurse,die
540.0,lying,sent,isolation,ward,room,major,hospital,separate,urgent,care,facility,lying,sent,isolation,ward,room,major,hospital,separate,urgent,care
541.0,stepping,plaza,hotel,provide,non,stepping,plaza,hotel,provide
544.0,covid,nursing,home
546.0,worse,let,united,want,hear,people,constantly,going,worse,let,united,want,hear,people,constantly,goi
547.0,nation,join,government,inform,time,nation,join,government,inform,time
549.0,job,job
550.0,protect,people,covid,protect,people,covid
551.0,night,second,flight,took,days,brought
552.0,credible,data,available,china,china,infected,rest,world,credible,data,available,china,china,infected,rest,world
553.0,scoop,million,sitting,warehouse,scoop,million,sitting,warehouse
555.0,foundation,drive,help,hit,covid
556.0,annoying,thing,corona,virus,watch,attention,seeking,lis,annoying,thing,corona,virus,watch,attention,seeking
557.0,worried,new,worried,new
558.0,find,isolate,test,treat,world,health,find,isolate,test,treat,world,health
564.0,stupidity,going,aggressive,contagious,covid
565.0,talking,talking
569.0,week,sent,home,county,small,token,week,sent,home,county,small
571.0,thank,went,clapped,staff,able,support,thank,went,clapped,staff,able
572.0,higher,education,winning,forced,campus,higher,education,winning,forced,campus
573.0,talk,ice,quarantine,want,talk,ice,talk,ice,quarantine,want,talk,ice
575.0,block,lifesaving,coverage,block,lifesaving,coverage
577.0,trump,suing,know,trump,suing,know
578.0,precisely,elite,media,country,precisely,elite,media,country
580.0,daughter,birthday,today,birthday,drive,daughter,birthday,today,birthday
582.0,corona,virus,shut,finished,writing,book,shopping,people,anybody,corona,virus,shut,finished,writing,book,shopping,people,anybody,publish
583.0,especially,particular,step,inform,truth,especially,particular,step,inform,truth
585.0,china,virus,right
586.0,according,point,view,better,stay,away,soc
587.0,face,recession,million,people,losing,face,recession,million,people,losing
588.0,curfew,item,corona,infected,person,material,virus,curfew,item,corona,infected,person,material
589.0,covid,end,soon,pray,covid,end,soon,pray
590.0,trump,administration,sticking,crowd,friendly,waiver,entrance,national,trump,administration,sticking,crowd,friendly,waiver,entrance,national
592.0,everybody,corona,north,blame
594.0,need,state,stopped,unemployment,request,trump,need,state,stopped,unemployment,request
596.0,official,number,world,surpassing,china,times,official,number,world,surpassing,china
597.0,pastor,thought,covid,mass,hysteria,die,virus,pastor,thought,covid,mass,hysteria,die,virus
598.0,week,lock,grandpa,good,week,lock,grandpa,good
599.0,cabinet,secretary,said,directed,transfer,million,cover,cabinet,secretary,said,directed,transfer,million
601.0,time,times,new,cover,empathy,works,chef,feed,world,pandemic,times,new,cover,empathy,works,chef,feed,world,pandemic
607.0,confirmed,rest,world,moment,people,hanging,wit,confirmed,rest,world,moment,people,hanging
608.0,map,united,state
609.0,people,social,correctly,people,social,correctly
610.0,agree,real,stay,home,order,unnecessary
614.0,health,insurance,think,story,better,old,racket,health,insurance,think,story,better,old,racket
615.0,talk,ice,quarantine,want,talk,ice,talk,ice,quarantine,want,talk,ice
617.0,earth,right,stay,home
618.0,know,pandemic,big,deal,bitch,needs,hair,wax,fill,stay,home,know,pandemic,big,deal,bitch,needs,hair,wax,fill,stay,home
619.0,upset,truth,telling,trump,chosen,new,expert,stand,daily,upset,truth,telling,trump,chosen,new,expert,stand,daily
620.0,hire,millions,face,doubled,output,hire,millions,face,doubled,output
622.0,relief,bill,congress,good,start,need,forgive,student,loan,debt,relief,bill,congress,good,start,need,forgive,student,loa
629.0,spouse,spouse
630.0,hubby,dick,hoarding,medical,china,hubby,dick,hoarding,medical,china
634.0,soon,remote,voting,mayor,brown,vote
636.0,sair,know,love,stay,home
637.0,quarantine,day,song,song,understand,appropriate
638.0,world,health,organization,director,leadership,response,pandemic,world,health,organization,director,leadership,response,pandemic
640.0,invent,medicine,new,bosch,test,covid,deliver,diagnosis
642.0,starting,self,include,answer,time,stay,sharp,covid,starting,self,include,answer,time,stay,sharp
644.0,brave,thank,story,brave,thank,story
645.0,trump,suing,know,trump,suing,know
646.0,virus,kung,flu,fear,spit,atta,virus,kung,flu,fear,spit
648.0,china,handle,wrong,guy,china,handle,wrong,guy
650.0,prick,way,power,away,prick,way,power,away
651.0,designed,new,ventilator,days,making,pandemic,fight,designed,new,ventilator,days,making,pandemic,fight
652.0,example,trump,spoke,people,went,doctor,example,trump,spoke,people,went,doctor
654.0,corona,corona
656.0,pandemic,trump,deliberately
657.0,social,social
658.0,shutting,month,let,ahead,like,pretty,big,red,flag,shutting,month,let,ahead,like,pretty,big,red,flag
659.0,use,mask
660.0,short,term,salary,political,live,welcome,gesture
662.0,social,stop,hanging,animal,crossing,social,stop,hanging,animal,crossing
665.0,pace,worst,outbreak,pace,worst,outbreak
666.0,breaking,migrant,caravan,heading,border,suffer,strain,china,virus,breaking,migrant,caravan,heading,border,suffer,strain,china,virus
668.0,location,data,beach,spring,break,location,data,beach,spring,break
671.0,donate,acquired,grant,funds,yes,learn,donate,acquired,grant,funds,yes,learn
672.0,soon,know,exactly,seeing,soon,know,exactly,seeing
674.0,hair,worked,family,corona,virus,freezing,cold,heat,blow,low,setting,near,face,nose
675.0,country,china,stay,home,stay,safe,country,china,stay,home,stay,safe
676.0,responsible,ridiculous,waste,neglect,fired,responsible,ridiculous,waste,neglect,fired
677.0,council,disband,covid,panel,council,disband,covid,panel
678.0,fight,ahead,fight,ahead
680.0,lock,like,new,week,corona
681.0,trusting,china,tell,truth,usually,losing,proposition,trusting,china,tell,truth,usually,losing,proposition
687.0,day,tomorrow,news,demand,crackdown,cross,day,tomorrow,news,demand,crackdown
